price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,sqft_above,sqft_basement,yr_built,yr_renovated
5557080.36,3,1.75,1750,11340,1,4,1300,450,1987,0
4809789.7,5,1.75,2320,8100,1,4,1160,1160,1956,0
29973763.38,2,1,1420,81892,1,3,1180,240,1956,2001
3323457.65,4,2.5,1940,3784,2,3,1940,0,2003,0
4728572.85,3,2,1410,4800,1,3,1410,0,1940,1996
6391273.36,3,1,1360,9948,1,3,1360,0,1977,2004
5389980.27,3,1.75,1220,7250,1,3,1220,0,1962,2003
10828950.52,4,2.5,2830,20345,2,3,1980,850,1979,2014
6940538.96,4,2.75,3780,10308,2,3,3780,0,1999,0
8593892.79,4,2.5,2330,14289,2,4,2330,0,1978,2000
40076106.71,3,2.5,3560,107290,2,3,3560,0,1987,2000
24910084.05,4,1.5,1470,70800,1,3,1470,0,1976,0
18975819.72,4,2.25,3060,48787,2,3,3060,0,1992,0
4842855.55,3,1,1030,6127,1,3,880,150,1947,2012
5230705.66,4,2.5,1930,9653,1,4,1930,0,1968,0
41508333.97,3,1.75,1780,120661,1,4,1780,0,1979,0
5145470.06,3,2.5,2000,9202,2,4,2000,0,1992,0
5014422.12,3,2,1690,9583,1,4,1690,0,1969,0
13642310.6,5,4.5,5190,23716,2,3,3390,1800,1987,2000
4834354.38,3,1.75,1300,5413,1.5,3,1300,0,1925,1992
13565920.89,4,3.25,2400,29252,2,4,2400,0,1982,2011
5065021.2,2,2,1150,6634,1,3,860,290,1940,1996
4829846.19,4,2.25,2310,7490,2,3,2310,0,1980,0
3655022.47,4,3.5,2730,3047,2,3,2400,330,2006,0
5735653.79,4,2.5,2840,4500,2,3,2840,0,2012,1912
3363034.83,2,1.5,1020,1525,2,3,1020,0,2004,2003
2055464.31,3,2,1340,1384,3,3,1340,0,2008,0
55642637.08,4,3.25,3540,159430,2,3,3540,0,2007,0
48837518.23,5,6.5,7270,130017,2,3,6420,850,2010,0
1584261.04,3,2.25,998,904,2,3,798,200,2007,0
4998579.66,5,2.75,3060,7015,1,5,1600,1460,1979,0
4520060.87,3,2.5,2130,6969,2,3,2130,0,2003,0
5803658.37,4,2,2520,6000,1,3,1400,1120,1921,2007
6552536.37,4,1,1940,9533,1,3,1080,860,1962,2003
2004046.02,3,2.5,1350,1250,3,3,1270,80,2006,0
3971483.81,4,2.5,2160,5298,2.5,4,2160,0,1902,0
1999023.02,3,2.5,1370,1350,2,3,1010,360,2007,0
38007024.3,4,4.5,5420,101930,1,3,3890,1530,2001,0
4435437.11,4,2.5,2830,5000,2,3,2830,0,1995,0
2772693.54,3,2.5,2010,2287,2,3,1390,620,2014,0
7127115.58,4,2.75,3300,12090,2,3,3300,0,1953,0
3419602,2,2.5,1230,1391,2,3,870,360,2004,2003
4226242.58,3,1.5,1720,7119,1.5,4,1720,0,1952,0
1960739.41,1,1,810,2451,1,5,810,0,1941,0
4406022.95,3,1.75,1560,8078,1.5,4,1560,0,1928,0
73650182.54,3,2,2560,216777,1,3,2560,0,1986,0
16644358.24,4,3.25,4700,38412,2,3,3420,1280,1978,0
3734478.57,2,1,1220,2500,1,3,770,450,1910,2006
9810275.53,5,2.75,3650,20150,1,4,2360,1290,1975,0
7746547.72,3,3.25,2170,12508,1.5,5,1650,520,1928,1970
78715383.98,4,2.25,2540,228254,1,3,1450,1090,1990,2009
4214880.48,2,1,910,4500,1.5,4,910,0,1906,1990
4517116.81,4,2.5,2980,4930,2,3,2890,90,2000,0
5073614.45,4,1.75,2120,4650,1,3,1190,930,1951,1994
5964454.44,4,3.5,3460,3997,2,3,2560,900,2004,2003
7120400.13,5,3,2480,10090,1,3,1300,1180,2004,2003
9353541.97,3,2.25,2200,16921,2,3,2200,0,1987,2000
3564343.02,4,2,1730,5500,1,5,1010,720,1943,0
15469146.64,3,2.5,2920,34527,1,4,1800,1120,1954,1983
3935310.64,3,1,990,8012,1,4,990,0,1966,0
5223952.38,4,2.5,3040,6887,2,3,3040,0,1999,0
88746067.13,5,3,4530,258746,1.5,4,3200,1330,2003,0
5909222.89,3,1.5,1370,8470,1,4,1370,0,1961,2001
5218910.05,3,2.5,1940,4927,2,3,1940,0,2004,2003
3685413.98,3,2.5,1040,2643,2,3,720,320,2004,2003
4707238.58,4,2.25,1800,8623,1,4,1360,440,1980,0
5060443.98,3,1.75,1720,5000,1,3,1720,0,1954,2014
4857003.98,3,1,980,6380,1,3,760,220,1941,1994
6558062.04,4,2.5,3110,6142,2,3,3110,0,2004,2003
6041020.66,5,3,2100,7715,1,3,1250,850,2013,1923
5699109.58,3,1.5,2020,11358,1,4,1190,830,1956,0
7826634.32,4,1.75,2350,11914,1,4,2350,0,1961,2001
7201335.27,4,2.25,3290,12329,1.5,4,3290,0,1968,0
4833186.45,5,2.25,2180,7813,2,3,2180,0,1986,0
1998398.57,2,2.25,1290,1334,3,3,1290,0,2007,0
4883695.26,3,1,1460,9750,1,4,1460,0,1969,0
2487175.39,2,1,1290,2828,2,3,1290,0,2008,0
3295125.5,4,2.5,2350,3150,1.5,4,1690,660,1910,0
5559035.51,3,1,1080,8100,1,4,1080,0,1955,2009
7080654.4,4,2.5,2670,13463,2,4,2670,0,1989,0
5209245.23,4,3.25,3680,5759,2,3,2840,840,2003,0
5724281.12,3,1.75,1440,8040,1,3,960,480,1951,1994
4946815.71,4,1.75,1940,4800,1,5,1030,910,1922,1956
6302939.39,3,1,1280,9898,1,3,1280,0,1968,1997
11643805.4,3,2.75,2980,27144,1.5,5,2180,800,1917,0
5613239.89,3,1,970,8580,1,3,970,0,1959,1989
3750617.62,4,3,2110,5000,1.5,4,1640,470,1930,0
2163260.27,2,2.5,1480,1369,3,3,1480,0,2009,0
4526730.81,2,1,700,10540,1,3,700,0,1953,0
4430618.47,3,2,2700,6120,1,4,1350,1350,1962,0
5550856.39,4,3.25,2330,9687,2,3,2330,0,1918,0
9470689.71,5,1.75,3380,20021,1,4,1690,1690,1963,0
3309933.23,4,2.75,2600,2750,1.5,3,1620,980,1936,0
4167657.59,2,1.75,1360,8100,1,3,860,500,1975,0
4611395.28,4,2.5,2780,6369,1,3,1590,1190,1978,0
18936575.19,3,1,1250,53143,1,5,1250,0,1945,0
5560578.21,3,2.5,2620,8950,2,3,2620,0,1992,0
4090600.33,3,1.5,1350,7620,1,5,1350,0,1941,0
3308228.39,4,3,2400,3340,1,4,1200,1200,1964,0
5651858.56,4,2.5,2760,5000,1.5,5,1680,1080,1928,1970
8008800.95,4,2.25,3070,16028,1,3,1870,1200,1976,0
13026329.89,2,1.75,2040,28593,1.5,4,2040,0,1919,1990
5394639.27,4,2,1770,6000,2,5,1770,0,1911,1981
7790024.75,4,3.75,3490,9170,2,3,3490,0,2012,1912
1626807.91,2,1.5,830,1333,2,3,830,0,2005,0
1546079.28,2,2.5,980,895,2,3,670,310,2009,0
2257220.51,3,2.5,1570,1433,3,3,1570,0,2010,0
4825150.31,4,3.25,3270,5187,2,3,3110,160,2014,0
4301769.51,4,2.5,2160,6223,2,3,2160,0,2010,0
6584734.03,4,3.75,3280,11000,2,3,2320,960,2008,0
5743315.48,4,2.5,3360,7685,2,3,3360,0,2001,0
6852656.75,5,2.75,3150,7119,2,3,3150,0,2013,1923
2515127.83,3,3.5,1810,1846,2,4,1440,370,2009,0
5064223.17,4,2.5,2740,7140,2,3,2740,0,1993,0
14746229.95,5,4.75,3830,35000,1,3,2130,1700,1976,0
4820761.66,3,3.25,3190,5283,2,3,3190,0,2007,0
7168619.96,3,2.25,2350,10450,1,3,1390,960,1977,2004
5037641.06,4,2.25,2510,8165,1,4,1610,900,1972,0
3495931.82,2,2,1680,4950,1,3,1680,0,2006,0
5447654.24,3,2,1770,6610,1,4,960,810,1954,1979
3791641.55,3,1,1090,7315,1,5,1090,0,1981,0
4808888.93,5,2.5,3001,5710,2,3,3001,0,2006,0
3996333.51,5,3,2450,4591,2,3,2450,0,1994,0
22767534.96,3,3.25,3610,59677,2,3,2440,1170,2003,0
4578238.28,4,2,2250,7500,1,5,1200,1050,1956,0
5562715.46,3,1.5,1240,7735,1,4,1240,0,1957,2001
5657460.5,4,2,2260,6000,1,3,1430,830,1958,2004
4674130.79,4,1.75,2090,8164,1,4,1070,1020,1963,0
6094405.57,5,1.75,2020,7902,1,3,1220,800,1962,2003
5033107.22,3,1.75,1960,5000,1,5,980,980,1911,1984
8489546.84,5,2.25,3120,16672,2,4,3120,0,1969,0
5503272.62,3,1.5,1250,7500,1,3,1250,0,1967,2011
4802795.38,3,2.25,1490,9600,1,4,1170,320,1987,0
5014054.3,6,3,2890,2370,2.5,3,2290,600,1906,2014
14649657.13,3,1,1900,33888,1.5,4,1900,0,1942,1982
3969708.48,3,1.75,1680,2400,1,5,870,810,1922,1956
4901585.94,3,2.5,2030,8398,2,4,2030,0,1975,0
7619304.97,4,2.5,3740,8700,1,3,2260,1480,2004,2003
7072920.97,3,1.75,1580,11750,1,4,1180,400,1951,1999
3866285.69,3,2.25,1780,6120,1.5,4,1390,390,1927,0
4800534.89,2,1,910,6232,1,3,910,0,1943,2002
7466906.25,7,4,3440,8100,2,3,3440,0,1970,2014
6423252.88,3,2.5,1740,13750,2,4,1740,0,1975,0
5860987.4,5,2.5,3400,8970,1,4,1700,1700,1959,0
9511371.05,4,3.25,4400,16625,2,3,4400,0,2003,0
8341431.06,3,2.5,2010,14298,2,3,2010,0,1977,2004
15213515.83,4,2.25,2710,38180,2,4,2710,0,1977,0
13216279.74,4,2.5,5300,26211,2,2,4570,730,1923,0
4312068.29,3,1.5,1310,3880,1,3,1090,220,1956,2001
7686141.28,4,1.5,1950,12559,1.5,3,1950,0,1939,1969
5013374.21,3,1,1040,6535,1,3,1040,0,1947,2012
5266090.37,3,1.75,1090,7200,1,3,1090,0,1968,1997
2782947.36,2,0.75,650,5360,1,4,650,0,1931,0
5238697.03,3,2,1480,6600,1,3,740,740,1943,2002
3542472.02,2,1,790,2640,1,3,790,0,1973,2013
6782472.13,4,2.5,3560,11119,1,3,2290,1270,1986,0
4754591.19,4,2.5,3000,5548,2,3,3000,0,2006,0
5784924.19,4,2.5,3490,7494,2,3,3490,0,2000,0
5835220.11,3,1.75,2340,10495,1,4,2340,0,1967,0
4429410.62,3,1.75,1650,8254,1,5,1060,590,1951,0
3824810.12,3,2,1940,5820,1.5,5,1150,790,1944,0
6108838.2,5,3,3410,9600,1,4,1870,1540,1968,0
4721532.45,3,1,1710,4050,1.5,3,1710,0,1909,2004
3857551.96,4,1.5,2740,4000,2,5,1930,810,1905,0
1782044.33,3,2.75,1250,892,2,3,1040,210,2010,0
17833883.2,3,2.25,2450,42180,1,4,2450,0,1978,2000
6051985.72,3,1.75,1690,8190,1,4,1690,0,1958,1972
6337866.03,4,1.75,1950,13320,1,4,1370,580,1969,0
5997640.62,5,2,2290,7125,1,3,1190,1100,1964,2000
8690002.45,5,3.25,3370,17458,1,5,2000,1370,1982,0
4223397.54,3,1,1090,8640,1,4,1090,0,1973,0
6081620.57,3,1,1190,9486,1,4,1190,0,1953,1983
5959770.92,5,4.25,3530,7924,2,3,3530,0,2001,0
4818043.62,3,1,1440,5000,2,3,1440,0,1910,2006
8008980.37,4,1.75,2180,13529,1,3,1090,1090,1956,2001
5007624.15,4,1,1410,6000,1,3,810,600,1925,2002
6317728.17,3,2.5,1950,8251,2,3,1950,0,1990,2009
12006640.46,5,3.25,4860,23723,2,4,3820,1040,1989,0
5626934.3,3,1,1660,7210,1,3,1100,560,1963,2008
5834717.65,3,1,1390,12823,1,4,1390,0,1968,0
6259474.51,3,2,1350,14200,1,3,1350,0,1989,0
3506403.54,3,2,1530,5401,1,4,1530,0,1937,0
4727449.09,3,1.5,1270,5112,1,3,1270,0,1950,2005
4326753.68,4,2.25,2140,6355,2,3,2140,0,2002,0
5458540.71,4,2.5,2040,5616,2,3,2040,0,2012,1912
4405178.61,3,3.5,2876,5086,2,3,2360,516,2007,0
2065911.5,3,2.5,1580,1161,2,3,1010,570,2008,0
6414576.56,4,3.5,3400,5196,2,3,3400,0,2012,1912
5407950.15,4,2.5,3520,6773,2.5,3,2650,870,2006,0
5356249.95,4,2.5,2210,4861,2,3,2210,0,2013,1923
4604279.12,4,2.5,2790,5602,2,3,2790,0,2009,0
3214271.46,3,2.5,1450,5008,1,3,840,610,2007,0
4807482.05,4,1.75,1620,4980,1,4,860,760,1947,1988
1860741.41,3,1.5,1220,1086,3,3,1220,0,2007,0
3578068.54,3,1.75,2000,5000,1,4,1110,890,1921,0
4683452.47,4,2.5,2190,7350,2.5,5,2190,0,1958,0
6086316.98,4,1.75,1900,8250,1,4,950,950,1955,2009
4817450.81,3,1,1700,4400,1.5,4,1700,0,1906,1990
3654648.16,5,2.5,2540,3832,2,5,1760,780,1929,0
5866742.75,2,1,1170,8925,1,3,1170,0,1911,1979
15300432.75,5,5,5774,31675,1,3,4490,1284,1984,0
7141071.05,3,2.25,2120,15003,2,3,2120,0,1984,0
10799515.94,3,1.75,2170,26460,1,3,1450,720,1986,0
7404751.52,4,2.75,2450,15002,1,5,2450,0,1974,0
4293880.25,2,1,700,5200,1,5,700,0,1952,1998
4242002.16,3,2.5,1780,7214,1,4,1400,380,1986,0
4567604.87,3,2,1850,8250,1,4,1150,700,1952,0
5176795.73,3,2,1570,5706,1,3,1570,0,1998,2006
4803003.28,3,1,1290,5500,1,3,980,310,1951,1994
5660637.26,5,2,1700,7314,1,3,1000,700,1956,2001
4526687.75,2,1.5,1159,4800,1,3,1159,0,1948,1994
5148908.58,3,2.75,1850,9600,1.5,5,1850,0,1965,0
3864368.87,2,1,840,3522,1,3,840,0,1947,2012
2311454.12,3,2.5,1690,1618,2,3,1150,540,2014,0
4590723.66,3,1,1050,9876,1,3,1050,0,1953,0
2819371.36,3,1.75,1400,3825,1.5,4,1100,300,1904,0
6456111.91,3,2.5,2550,7200,2,3,2550,0,1981,2013
5099046.33,3,2.5,1840,5011,2,3,1840,0,2012,1912
4531537.45,3,1.5,2360,6750,2,5,1930,430,1926,0
7129788.78,4,2.5,2240,14667,2,4,2240,0,1989,0
5527530.28,4,2.5,2700,4004,2,3,2700,0,2004,2003
12794412.69,3,2.5,3030,30007,1.5,4,3030,0,1992,0
3647351.89,3,1.75,1830,5120,1.5,5,1830,0,1903,0
4288008.91,3,2.5,2220,6049,2,4,2220,0,1990,0
6086219.98,3,2.5,2090,7640,1,3,1360,730,1962,2014
5321457.38,3,1.75,1600,6120,1.5,3,1600,0,1924,2011
6345717.21,4,1.75,2010,8625,1,4,1340,670,1957,2001
4009803.9,2,1,830,4000,1,3,830,0,1955,2005
4506184.33,4,2.5,2010,7226,2,3,2010,0,1995,0
4623526.05,3,1,1050,5402,1.5,4,1050,0,1906,1990
15039003.78,4,2.5,2150,39449,1,3,1420,730,1978,0
5104804.44,3,1,860,11900,1,4,860,0,1963,0
11262635.8,3,2.5,3100,20553,1,3,3100,0,1954,2005
7082622.12,3,1,1100,17334,1,3,1100,0,1978,0
6123825.31,3,1.5,1830,8000,1,4,1830,0,1957,2001
14296067.45,2,1.75,1250,34395,1,4,1250,0,1950,1983
3587471.79,3,2.5,1820,4883,2,3,1820,0,2005,0
17704503.41,3,2,2090,42689,1.5,3,2090,0,1959,1998
6266038.8,3,3.5,2100,12384,2,3,2100,0,1980,0
6974814.84,4,2.5,2310,14023,2,3,2310,0,1991,0
3881904.82,4,2.25,2060,5649,1,5,1360,700,1941,0
25425344.36,4,2.25,4470,60373,2,3,4470,0,1988,2000
5703712.65,3,1,1660,7500,1,4,1060,600,1940,2001
6217935.23,5,4.5,3810,8019,2,3,3810,0,2008,0
5553924.76,3,1.75,2110,10200,2,4,2110,0,1966,0
73686945.35,2,2,2370,217800,1.5,3,1600,770,1992,0
3323193.72,3,2.25,1970,3716,2,3,1970,0,1997,0
13425923.82,4,2.5,2470,33305,2,3,2470,0,1993,0
5789878.68,3,1,1480,7830,1,3,1480,0,1952,2008
5484192.72,5,3,2257,10117,1,3,1363,894,2005,0
4544925.08,2,1,700,6000,1,4,700,0,1949,1985
4669242.76,4,2,1630,9010,1,4,1050,580,1975,0
6609815.79,4,2.5,3430,10157,2,3,3430,0,2000,0
5617959.71,5,1.75,2220,6000,1.5,3,1420,800,1923,1998
4042176.29,3,1.75,1340,7473,1,4,1340,0,1973,0
3461798.99,2,1,980,2130,1,4,860,120,1918,1974
6886227.12,3,2.5,2580,13096,2,3,2580,0,1986,0
3805523.2,4,2.5,2230,4541,2,3,2230,0,2006,0
7528331.48,4,2,2290,11137,1,4,2290,0,1955,2009
4234427.3,3,1,1260,8280,1,3,1260,0,1946,0
5530057.72,4,2.75,1680,11180,1,4,1680,0,1966,0
6938731.8,4,3.25,3200,7081,2,3,3200,0,2004,2003
5696172.69,4,2.5,3320,7644,2,3,3320,0,1995,0
10875119.69,4,2.5,3040,24123,2,3,3040,0,1999,0
4570972.21,4,2.75,2270,7375,1,4,1290,980,1973,0
8488644,3,2.5,2910,17172,2,3,2910,0,1989,0
7294876.39,5,2.25,2510,9887,2,3,2510,0,1972,2002
5396187.86,2,1,1240,7200,1,3,1240,0,1967,2011
4303199.95,3,2.75,2580,5200,2,3,2580,0,2008,0
3689935.03,3,2.75,2470,3600,2,3,2470,0,2007,0
7223249.87,4,3.5,4910,9444,1.5,3,3110,1800,2007,0
3529022.79,3,2.5,1690,5025,2,3,1690,0,2003,0
7788517.81,4,2.5,2240,12032,1,3,2240,0,1983,2009
5688153.33,3,2,1650,7352,1,3,1160,490,1979,2014
6151380.58,4,2.5,2710,5880,2,3,2710,0,1998,2006
6426970.12,3,1.5,1260,10350,1,3,1260,0,1959,1989
4083380.92,3,1,1150,8100,1,3,1150,0,1932,0
4859470.74,4,2.75,2550,7636,1,3,1440,1110,1986,0
3989098.12,3,1.75,1490,6930,1,4,1490,0,1990,0
4521747.76,4,1.75,2020,7865,1,4,1010,1010,1963,0
4537224.96,2,1,1320,4520,1,3,1320,0,1912,1971
6411750.79,3,1,1230,10350,1,4,1230,0,1957,2001
4741058.58,4,2.5,2070,7800,2,3,2070,0,1989,0
7940377.57,4,1.75,2930,11562,1,3,1670,1260,1947,2012
5708789.79,3,1,1090,8520,1,3,1090,0,1967,2011
5470301.34,3,1,1400,7066,1,3,1400,0,1957,2000
4844742.88,4,2,1550,4815,1.5,3,1550,0,1909,2004
7278126.31,3,1,1220,13000,1,4,1220,0,1955,2009
4350981.24,3,2.5,1870,7344,1,3,1470,400,1980,0
12240124.2,3,2.25,2150,30476,2,3,2150,0,1991,0
3819235.1,3,1,980,3090,1.5,3,980,0,1903,2005
4488531.82,3,1.5,1490,8475,1,4,1490,0,1963,0
5227193.25,3,1.5,1120,7000,1,3,1120,0,1955,2005
4624398.18,3,2.25,1180,9630,2,3,1180,0,1986,0
9779139.47,4,2.5,3240,20301,2,3,3240,0,1985,0
4480907.72,4,2.5,2150,6807,2,4,2150,0,1991,0
5862738,3,2.5,2240,10800,2,3,2240,0,1996,0
5543638.67,3,2,1400,7384,1,3,1150,250,1979,2014
15514151.83,3,2.25,1980,40887,1,4,1980,0,1980,0
9831411.24,3,1,1330,20562,1.5,3,1330,0,1959,1989
5566822.88,4,2.5,3200,7535,2,3,3200,0,2006,0
3594811.77,2,1,1490,6000,1,3,1090,400,1946,0
10333014.81,5,4.25,3920,16258,2,3,2900,1020,1990,2009
3339886.72,5,1.75,2000,3750,2,4,2000,0,1921,0
5685458.24,4,2.5,2680,9185,2,3,2680,0,1989,0
6656954.76,4,2,1670,9987,1,3,1670,0,1967,2011
6048602.95,4,3,3150,9130,2,3,3150,0,2001,0
4978425.52,4,3.25,2740,7266,2,3,2060,680,2003,0
6050862.72,4,1.75,1890,8000,1,4,1250,640,1960,2001
13821256.16,7,3.5,2870,29699,1,3,1520,1350,1961,2004
4850433.84,3,1,1160,10384,1,4,1160,0,1969,0
11399015.8,4,1.75,3550,19865,2,3,3550,0,1962,2002
5381440.73,3,1.75,1790,6117,1,3,1350,440,1940,1996
85380908.49,3,1.75,1680,250470,1,4,1070,610,1940,2001
9816773.34,3,2.5,4560,17622,2,4,3800,760,1986,0
4338789.64,3,2.25,1590,7748,2,4,1590,0,1991,0
5198450.62,3,1,1630,10304,1,5,1630,0,1953,0
5127570.68,3,2.5,2700,7434,2,3,2700,0,1991,0
4344903.28,3,2.5,1700,7496,2,3,1700,0,1994,0
8671792.78,4,3.25,3740,12080,1,3,2000,1740,1988,2000
5376618.15,4,3,1980,5352,2.5,3,1980,0,1941,2005
4806514.55,2,1,880,6345,1,3,880,0,1919,2001
5046120.37,3,2,1400,6200,1,3,700,700,1948,1994
3306535.79,4,2,2050,4000,1.5,5,1210,840,1941,0
3938855.46,3,2.5,2360,4638,2,3,2360,0,1996,0
6504343.02,4,2,2560,7798,1,4,1890,670,1947,1988
4939603.41,3,1.5,1340,10224,1,4,1340,0,1956,0
3071242.98,3,1,1060,5200,1,5,1060,0,1970,0
2020428.83,3,1.5,850,2500,1,3,850,0,1986,0
4254503.88,4,1.75,1880,7303,1,3,1010,870,1976,0
7043262.23,3,1,1230,12305,1,3,1230,0,1955,1990
7071604.99,4,1.75,2290,10290,1,3,1340,950,1960,2012
3874100.04,3,1,1660,6582,1,5,1000,660,1946,0
2943724.46,3,2.5,1840,2875,2,4,1840,0,1997,0
10040866.74,4,2.5,3020,17810,1,3,1600,1420,1979,2014
5421132.23,3,1.75,1410,6886,1,3,1410,0,1924,2013
5970148.14,3,1,1010,9514,1,3,1010,0,1969,2010
6077242.38,3,1.75,1960,8136,1,3,980,980,1948,1994
8006792.33,5,3.75,3580,14275,2,3,3190,390,1999,0
4682526.81,4,2.5,2240,7200,2,3,2240,0,1995,0
6476847.97,4,2.5,3310,5404,2,3,3310,0,2004,2003
1885426.97,3,2.5,1232,1130,3,3,1232,0,2007,0
6795419.93,4,3.5,3930,5680,2,3,2820,1110,2013,1923
3087728.68,3,2.5,1720,3600,2,3,1720,0,2010,0
1989785.22,3,2.25,1490,974,2,3,1220,270,2009,0
52757170.68,3,2.5,3150,151588,2,3,3150,0,2007,0
8720942.02,4,2.5,3950,10856,3,3,3950,0,2013,1923
7810634.27,5,2.75,3030,10335,2,3,3030,0,2013,1923
4538596.38,2,1.5,1070,9643,1,3,1070,0,1985,0
14466036.61,3,2.5,2320,36847,2,3,2320,0,1992,0
4257679.29,1,1,700,5100,1,3,700,0,1942,1999
4821030.5,3,2.5,2720,6439,2,3,2720,0,2005,0
3855998.95,3,2.5,1800,5761,2,4,1800,0,1990,0
4497546.09,3,1.75,1560,4049,1.5,3,1000,560,1926,2003
5538396.27,3,2,1760,11410,1,5,1060,700,1977,0
4528023.14,4,3.25,3120,5000,2,3,2370,750,2005,0
5939858.85,2,1,2020,7200,1,4,1700,320,1947,1988
3969097.55,3,2,1450,2400,1.5,3,1450,0,1900,2003
5694217.33,4,2.25,1860,7000,1,3,1120,740,1979,2014
6232013.89,4,2.25,2270,7800,1,3,1290,980,1977,2004
8354651.74,3,2.5,1480,15639,2,3,1480,0,1987,2000
5175775.58,5,1,1460,6032,2,4,1460,0,1941,1998
4006259.11,4,3.5,1850,6519,2,3,1130,720,1986,0
3906635.63,3,2.5,2170,5000,2,3,2170,0,2003,0
68129302.19,3,1.75,1726,197326,2,4,1726,0,1982,2011
4875608.01,3,1.75,1180,10541,1,4,940,240,1981,0
6310180.3,4,1.5,1370,9957,1,3,900,470,1972,2002
6999137.38,3,2.5,2670,13218,1,4,2670,0,1988,0
3653831.88,3,1,1260,6826,1,3,720,540,1944,0
6243991.44,4,1,1980,7991,1.5,3,1980,0,1962,2003
4792385.63,3,2,2050,3933,1,3,1180,870,1926,2001
4540449.77,5,2.75,2830,5310,2,3,2830,0,2006,0
3919537.06,2,1,910,3600,1,4,910,0,1909,1989
3797711.89,4,2.5,2440,4000,2,3,2440,0,2009,0
3827013.71,3,2,2180,5440,1,5,1100,1080,1904,0
4042851.15,3,2,1900,6660,1,5,950,950,1966,0
3608220.92,3,2.25,1520,1221,3,3,1520,0,2013,1923
5788174.6,3,2,2220,6641,1,4,1220,1000,1947,1988
11171338.14,4,2.75,3280,24440,2,3,3280,0,1996,0
31524554.57,3,2.5,2740,83199,2,3,2740,0,1973,2013
4651724.45,2,1,830,6017,1,4,830,0,1954,1979
4547926.5,2,1,1010,5200,1,3,1010,0,1955,2005
16177823.29,3,2.25,2060,38377,1,4,1560,500,1978,2000
4524113.14,3,2.25,1990,7340,2,3,1990,0,1984,0
4837489.08,4,2.5,2280,7568,2,4,2280,0,2001,0
3952579.46,3,2.5,1870,5874,2,3,1870,0,2005,0
3144393.77,3,2.25,1720,4000,1.5,4,1450,270,1921,0
4734908.15,2,1,870,6150,1,3,870,0,1941,1994
3201054.62,3,2,1020,1204,2,3,720,300,2004,2003
2544245.69,3,1.5,1260,3135,1.5,3,1260,0,1931,0
5010015.88,3,2.5,2370,7875,2,3,2370,0,2003,0
8894494.41,3,1,1000,18513,1,3,1000,0,1940,1996
1951146.94,3,1.5,1100,1751,2,3,940,160,2007,0
4094452.29,3,2.25,1440,7673,1,3,940,500,1982,0
7719787.17,4,2.5,3120,14300,2,3,3120,0,2003,0
7009267.31,2,2,2260,9604,1,3,2260,0,1990,2009
5375052.22,4,2.5,2790,7956,2,3,2790,0,2005,0
5115339.66,1,1,1140,6700,1.5,3,1140,0,1920,1979
2375964,3,2.25,1290,2500,2,4,1290,0,1987,0
5000835.24,5,1.75,1730,5200,1,4,1050,680,1978,2000
8314766.59,4,2.5,3160,11380,2,3,3160,0,1983,2009
5351856.87,4,2.5,2340,8990,2,3,2340,0,2003,0
4594108.28,3,1.5,1170,4950,1,4,1170,0,1960,2001
3076539.69,2,1,1160,5000,1,4,1160,0,1937,0
10081237.24,3,3,1970,24318,1,3,1970,0,2010,0
8812165.98,5,4.25,6490,10862,2,4,3940,2550,1991,0
2085292.35,3,2.25,1410,1377,2,3,1290,120,2005,0
4117544.19,4,2.5,2430,5000,2,3,2430,0,2009,0
4997910.11,5,1.5,3360,5402,2,3,3360,0,2014,0
3654560.37,3,2.5,1480,1663,2,3,1180,300,2012,1912
5213876.97,5,2.5,3200,6455,2,3,3200,0,2009,0
2890410.91,3,2.5,2134,1984,2.5,3,2134,0,2008,0
2606065.66,3,3.25,1860,1787,3,3,1860,0,2007,0
7314245.6,4,3,5520,8313,2,3,3570,1950,2008,0
2039534.07,2,2.5,1310,1500,2,3,1160,150,2006,0
3111833.61,3,2,1700,4250,1,3,890,810,1944,0
5247156.13,3,2.5,2480,8342,2,3,2480,0,1986,0
4926893.07,5,2.5,1970,8605,2,4,1970,0,1994,0
4506210.63,4,2.5,2060,7475,1,3,1440,620,1985,0
3204322.23,3,2.5,2130,3500,1,4,1210,920,1994,0
7750433.48,3,2.25,1410,14110,1,3,1170,240,1987,2000
3025801.84,2,2,1360,4688,1,3,780,580,1944,0
20350838.83,3,2,1940,55756,1,5,1940,0,1954,0
2479905.41,2,2.25,1610,2040,2,4,1610,0,1979,0
6154556.84,2,2,1420,9191,1.5,5,1420,0,1928,1970
4273519.07,4,2.5,1700,7280,2,4,1700,0,1988,0
2833282.78,2,1,1490,3825,1,3,860,630,1929,0
6742512.49,3,2.5,2680,7757,2,3,2680,0,1990,2009
5637083.61,4,2.5,3190,8684,1,5,1680,1510,1967,0
4742189.31,5,1.5,2120,7700,1.5,5,2120,0,1962,0
2893715.29,4,2,1690,3250,1.5,3,1550,140,1901,0
4814392.74,4,2.5,1830,8601,2,3,1830,0,2003,0
1955056.36,2,1.5,1010,1968,1.5,5,1010,0,1906,0
5040485.8,4,2.75,2070,9300,1,5,1120,950,1945,0
4778903.66,3,1.5,1710,4500,1.5,3,1410,300,1928,1954
4828851.32,4,1,1660,4690,1.5,3,1260,400,1945,2010
